



ITEM NO	ITEM_DESC	MSP	MSRP	DEALER PRICE	RETAIL-MAP	sale-price	end-sale	UPC	BRAND	FIREARM-ACTION	ATF-MODEL	CAL/GA
DP51655114171	DPM ANVIL 7.62X39 30R FLD TRI	769.99	949.99	819.99	849.99	0.00		850032424165	DPMS PANTHER ARMS	RIFLE	ANVIL	7.62X39MM
DP51655115486	DPM ANVIL 7.62X39 30R PST 12.8	649.99	849.99	659.99	749.99	0.00		850032424189	DPMS PANTHER ARMS	PISTOL	ANVIL	7.62X39MM
DT-CQB-FS-45A	WCT CQB GOVT AMBI 45AP RMR DE	2999.99	3780.00	2999.99	3780.00	0.00		810025501730	WILSON COMBAT	PISTOL	WILSON COMBAT	45AP
DT-EDCX-CPR-9A	WCT EDC X9 AMBI 9MM RMR 15 DE	2819.99	3525.00	2819.99	3525.00	0.00		810025501709	WILSON COMBAT	PISTOL	WILSON COMBAT	9MM
DVG-1-CB	SCY DVG-1 CB 9MM BLK 10RD	194.00	294.95	194.00	0.00	0.00		810099571608	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
DVG-1-CBLP	SCY DVG-1CB LEOPARD 9MM 10R DE	254.99	359.99	254.99	309.99	0.00		857679003104	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
DVG-1-CBPK	SCY DVG-1 CB 9MM BLK/PK 10RD	194.00	294.95	194.00	0.00	0.00		810099571615	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
DVG-1-CBPKRDR	SCY DVG-1CB 9MM B/PNK RDR 10RD	199.00	299.95	199.00	0.00	0.00		810099571813	SCCY INDUSTRIES	PISTOL	DVG	9MM
DVG-1-CBPU	SCY DVG-1 CB 9MM BLK/PRP 10RD	194.00	294.95	194.00	0.00	0.00		810099571622	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
DVG-1-CBPURDR	SCY DVG-1CB 9MM B/PRP RDR 10RD	199.00	299.95	199.00	0.00	0.00		810099571820	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
DVG-1-CBRDR	SCY DVG-1 CB 9MM BLK RDR 10RD	199.00	299.95	199.00	0.00	0.00		810099571806	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
DVG-1-CBSB	SCY DVG-1 CB 9MM BLK/SB 10RD	194.00	294.95	194.00	0.00	0.00		810099571639	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
DVG-1-CBSBRDR	SCY DVG-1CB 9MM B/SB RDR 10RD	199.00	299.95	199.00	0.00	0.00		810099571837	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
DVG-1-TT	SCY DVG-1TT 9MM SS/BLK 10RD	194.00	294.95	194.00	0.00	0.00		850013592012	SCCY INDUSTRIES	PISTOL	DVG-1 ROEBUCK QUAD-LOCK	9MM
DVG-1-TTPK	SCY DVG-1TT 9MM SS/PK 10RD	194.00	294.95	194.00	0.00	0.00		810099571714	SCCY INDUSTRIES	PISTOL	DVG-1	9X19
DVG-1-TTPKRDR	SCY DVG-1TT 9MM SS/PNK RDR 10R	199.00	299.95	199.00	0.00	0.00		810099571912	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
DVG-1-TTPU	SCY DVG-1TT 9MM SS/PRP 10RD	194.00	294.95	194.00	0.00	0.00		810099571721	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
DVG-1-TTPURDR	SCY DVG-1TT 9MM SS/PRP RDR 10R	199.00	299.95	199.00	0.00	0.00		810099571929	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
DVG-1-TTRDR	SCY DVG-1TT 9MM SS/BLK RDR 10R	199.00	299.95	199.00	0.00	0.00		810099571905	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
DVG-1-TTSB	SCY DVG-1TT 9MM SS/SB 10RD	194.00	294.95	194.00	0.00	0.00		810099571738	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
DVG-1-TTSBRDR	SCY DVG-1TT 9MM SS/SB RDR 10R	199.00	299.95	199.00	0.00	0.00		810099571936	SCCY INDUSTRIES	PISTOL	ROEBUCK QUAD-LOCK	9MM
EBO1222PGM	WBY ELEMENT TURKEY 12M/22MC	629.99	799.00	629.99	N/A	529.99	3/31/2023	747115449491	WEATHERBY, INC	SHOTGUN	ELEMENT	12 GAUGE
EBO1226PGM	WBY ELEMENT WTRFWL SA 12M/26MC	629.99	799.00	629.99	N/A	519.99	3/31/2023	747115449408	WEATHERBY	SHOTGUN	ELEMENT	12GA
EBO2022PGM	WBY ELEMENT TURKEY 20M/22MC	629.99	799.00	629.99	N/A	529.99	3/31/2023	747115449507	WEATHERBY	SHOTGUN	ELEMENT	20GA
EBO2026PGM	WBY ELEMENT WTRFWL SA 20M/26MC	629.99	799.00	629.99	N/A	519.99	3/31/2023	747115449415	WEATHERBY, INC	SHOTGUN	ELEMENT	20GA.
EDCX-CPR-9A	WCT EDC X9 AMBI 9MM BLK 15RD	2499.99	3260.00	2499.99	3260.00	0.00		811826028471	WILSON COMBAT	PISTOL	WILSON COMBAT	9MM
EDCX-LPR-9A	WCT EDC X9LS AMBI 9MM BLK 15RD	2599.99	3365.00	2599.99	3365.00	0.00		810025500955	WILSON COMBAT	PISTOL	WILSON COMBAT	9MM
ER4100	CIM EVIL ROY 45LC REV 4.75B	674.99	896.44	674.99	N/A	0.00		814230010605	CIMARRON	REVOLVER	EVIL ROY COMPETITION	45LC
ER4104	CIM EVIL ROY 357 REV 5.5B	674.99	896.44	674.99	N/A	0.00		844234102501	CIMARRON	REVOLVER	EVIL ROY COMPETITION	357
ESN1226PGM	WBY ELEMENT SYN SEMI 12M/26MC	514.99	649.00	514.99	N/A	0.00		747115425242	WEATHERBY	SHOTGUN	ELEMENT	12 GAUGE
ESN1228PGM	WBY ELEMENT SYN SEMI 12M/28MC	514.99	649.00	514.99	N/A	0.00		747115425235	WEATHERBY	SHOTGUN	ELEMENT	12 GAUGE
ESN2026PGM	WBY ELEMENT SYN SEMI 20M/26MC	514.99	649.00	514.99	N/A	0.00		747115425266	WEATHERBY	SHOTGUN	ELEMENT	20 GAUGE
ESN2028PGM	WBY ELEMENT SYN SEMI 20M/28MC	514.99	649.00	514.99	N/A	0.00		747115425259	WEATHERBY	SHOTGUN	ELEMENT	20GA 2 3/4 & 3 SHOTSHELLS\
EST1226PGM	WBY ELMT SYN SEMI 12M/26MC TU	589.99	699.00	589.99	N/A	0.00		747115444540	WEATHERBY	SHOTGUN	ELEMENT	12 GAUGE
EST1228PGM	WBY ELMT SYN SEMI 12M/28MC TU	589.99	699.00	589.99	N/A	0.00		747115443727	WEATHERBY	SHOTGUN	ELEMENT	12 GAUGE
EST2026PGM	WBY ELMT SYN SEMI 20M/26MC TU	589.99	699.00	589.99	N/A	0.00		747115443734	WEATHERBY	SHOTGUN	ELEMENT	20 GAUGE
EUP1226PGM	WBY ELEMENT UPL SEMI 12M/26MC	629.99	799.00	629.99	N/A	0.00		747115436927	WEATHERBY	SHOTGUN	ELEMENT	12 GAUGE
EUP1228PGM	WBY ELEMENT UPL SEMI 12M/28MC	629.99	799.00	629.99	N/A	0.00		747115436934	WEATHERBY	SHOTGUN	ELEMENT	12 GAUGE
EUP2026PGM	WBY ELEMENT UPL SEMI 20M/26MC	629.99	799.00	629.99	N/A	0.00		747115436941	WEATHERBY	SHOTGUN	ELEMENT	20 GAUGE
EUP2028PGM	WBY ELEMENT UPL SEMI 20M/28MC	629.99	799.00	629.99	N/A	0.00		747115436958	WEATHERBY	SHOTGUN	ELEMENT	20 GAUGE
EWF1226PGM	WBY ELEMENT WTRFWL SA 12M/26MC	629.99	799.00	629.99	N/A	0.00		747115425280	WEATHERBY	SHOTGUN	ELEMENT	12 GAUGE
EWF1228PGM	WBY ELEMENT WTRFWL SA 12M/28MC	629.99	799.00	629.99	N/A	0.00		747115425273	WEATHERBY	SHOTGUN	ELEMENT	12 GAUGE
EWF2026PGM	WBY ELEMENT WTRFWL SA 20M/26MC	629.99	799.00	629.99	N/A	0.00		747115429622	WEATHERBY	SHOTGUN	ELEMENT	20 GAUGE
EWF2028PGM	WBY ELEMENT WTRFWL SA 20M/28MC	629.99	799.00	629.99	N/A	0.00		747115425297	WEATHERBY	SHOTGUN	ELEMENT	20 GAUGE
FRPPA122820WS	LEG PUMA PUMP 12M/28MC&20B SYN	319.99	389.00	319.99	N/A	0.00		682146891812	LEGACY SPORTS INT'L, INC	SHOTGUN	PUMA	12 GAUGE
FS380M	FST 380 DA PST M 7RD	259.99	339.00	264.99	N/A	0.00		810083200378	FIRESTORM	PISTOL	FIRESTORM	CAL.380 ACP
FT61228	LEG POINTER SXS 12/28MC WALNUT	569.99	699.00	569.99	N/A	0.00		682146891737	LEGACY SPORTS/POINTER	SHOTGUN	SXS	12 GAUGE
FT61228NKL	LEG POINTER SXS 12/28MC NICKLE	569.99	699.00	569.99	N/A	0.00		682146880816	LEGACY SPORTS/POINTER	SHOTGUN	SXS	12 GAUGE
FT62026	LEG POINTER SXS 20/26MC WALNUT	569.99	699.00	569.99	N/A	0.00		682146891744	LEGACY SPORTS/POINTER	SHOTGUN	SXS	20 GAUGE
G20415AUT	GLK 20G4 10MM PST 15RD OSTK	489.99	699.00	489.99	N/A	0.00		764503914430	GLOCK	PISTOL	M20	10MM
G294AUT	GLK 29G4 10MM PST 10RD OSTK	489.99	699.00	489.99	N/A	0.00		764503032301	GLOCK	PISTOL	M29 G4	10MM
G374AUT	GLK 37G4 45GAP PST 10R OSTK	474.99	599.00	474.99	N/A	0.00		764503913112	GLOCK	PISTOL	M37	45GAP
GERG1911ADOP	ATA GSG 1911AO PST 22LR 5B 10R	279.95	389.95	279.95	N/A	254.95	3/15/2023	813393012600	AMERICAN TACTICAL	PISTOL	GSG-1911	22LR
GERG1911ADOPGR	ATA GSG 1911AO 22LR 5B 10R GRY	279.95	389.95	279.95	N/A	0.00		819644029069	AMERICAN TACTICAL INC	PISTOL	GERMAN SPORT GUNS GSG-1911	22LR
GERG2210FF	ATA GSG FIRFLY 22LR PST BLK	209.95	299.95	209.95	N/A	194.95	3/15/2023	813393019425	AMERICAN TACTICAL	PISTOL	GSG	22LR
GERG2210FFG	ATA GSG FIRFLY 22LR 10RD GRN	209.95	299.95	209.95	N/A	194.95	3/15/2023	813393019562	AMERICAN TACTICAL	PISTOL	FIREFLY	22LR
GERG2210FFL	ATA GSG FIRFLY 22LR 10R PURPLE	209.95	299.95	209.95	N/A	189.95	3/15/2023	819644026211	AMERICAN TACTICAL	PISTOL	GSG	CAL..22 LONG RIFLE
GERG2210FFM	ATA GSG FRFLY 22LR 4.9B MINT	209.95	299.95	209.95	N/A	0.00		819644027560	AMERICAN TACTICAL	PISTOL	FIREFLY	22LR
GERG2210FFS	ATA GSG FIRFLY 22LR 10RD GRY	209.95	299.95	209.95	N/A	0.00		819644027256	AMERICAN TACTICAL INC	PISTOL	GSG	22LR
GERG2210FFT	ATA GSG FIREFLY 22LR PST FDE	209.95	299.95	209.95	N/A	0.00		813393019555	AMERICAN TACTICAL	PISTOL	FIREFLY	22LR
GERG2210GSG9CA	ATA GSG-922 22LR 3.4B 10RD CA	279.95	389.95	279.95	N/A	0.00		813393016806	AMERICAN TACTICAL	PISTOL	GSG-922CA	22LR
GERG2210M1911	ATA GSG 1911 22LR 5B WOOD 10RD	269.95	369.95	269.95	N/A	0.00		813393011504	AMERICAN TACTICAL	PISTOL	AMERICAN TACTICAL	22LR
GERG2210M1911CA	ATA GSG 1911 22LR 5B WD 10R CA	279.95	389.95	279.95	N/A	0.00		813393013959	AMERICAN TACTICAL	PISTOL	GSG-1911 CA	22LR
GERG2210M1911G	ATA GSG 1911 22LR 5B 10RD ODG	269.95	369.95	269.95	N/A	269.95	3/31/2023	813393018435	AMERICAN TACTICAL	PISTOL	GSG 1911	22LR
GERG2210M1911S	ATA GSG 1911 22LR 5 2 TONE 10R	269.95	369.95	269.95	N/A	0.00		813393013911	AMERICAN TACTICAL	PISTOL	GSG-1911	22LR
GERG2210M1911T	ATA GSG 1911 22LR 5B 10RD FDE	269.95	369.95	269.95	N/A	254.95	3/15/2023	813393018442	AMERICAN TACTICAL	PISTOL	GSG 1911	22LR
GERG2210TFF	ATA GSG FIRFLY 22LR TB 10R BLK	209.95	299.95	209.95	N/A	0.00		813393019685	AMERICAN TACTICAL	PISTOL	FIREFLY THREADED	CAL. .22 LONG RIFLE
GERG2210TFFL	ATA GSG FIRFLY 22LR TB PURPLE	209.95	299.95	209.95	N/A	0.00		819644022060	AMERICAN TACTICAL	PISTOL	GSG	22LR
GERG2210TFFM	ATA GSG FRFLY 22LR 4.9TB MINT	209.95	299.95	209.95	N/A	0.00		819644027577	AMERICAN TACTICAL	PISTOL	GSG	22LR
GERG2210TFFS	ATA GSG FRFLY 22LR 4.9TB GREY	209.95	299.95	209.95	N/A	0.00		819644027065	AMERICAN TACTICAL INC	PISTOL	GSG	CAL22LR DE
GERG2210TFFT	ATA GSG FIRFLY 22LR TB 10R FDE	209.95	299.95	209.95	N/A	0.00		813393019692	AMERICAN TACTICAL	PISTOL	FIREFLY THREADED	CAL.22 KONG RIFLE
GERGGSG1622	ATA GSG-16 CARB 22LR SYN 22RD	299.95	419.95	299.95	N/A	0.00		819644021476	AMERICAN TACTICAL	RIFLE	GSG-16	22LR
GERGGSG1622G	ATA GSG-16 CARB 22LR 22RD ODG	299.95	419.95	299.95	N/A	0.00		819644025122	AMERICAN TACTICAL INC	RIFLE	GSG-16	22LR
GERGGSG1622ML	ATA GSG-16 CARB 22LR MLOK 22RD	299.95	419.95	299.95	N/A	0.00		819644025740	AMERICAN TACTICAL	RIFLE	GSG-16	22LR
GERGGSG1622S	ATA GSG-16 CARB 22LR 22RD GRAY	299.95	419.95	299.95	N/A	0.00		819644027072	AMERICAN TACTICAL	RIFLE	GSG-16	22LR
GERGGSG1622T	ATA GSG-16 CARB 22LR 22RD FDE	299.95	419.95	299.95	N/A	0.00		819644025139	AMERICAN TACTICAL	RIFLE	GSG-16	22LR
GERGMP409X	ATA GSG MP40P PST 9MM 10B 25R	479.95	669.95	479.95	N/A	0.00		853267007851	AMERICAN TACTICAL	PISTOL	GSG-MP40 P	9X19 MM
GF001220	GFA GF00 SEMI 12/20B 5RD	384.99	649.00	384.99	N/A	274.99	3/31/2023	643477861813	GFORCE ARMS	SHOTGUN	MKX3	12GA 3 CHAMBER
GF00S1220	GFA GF00 SPORT 12/20B 5RD	384.99	649.00	384.99	N/A	0.00		643477862810	GFORCE ARMS	SHOTGUN	MKX3	12GA 3 CHAMBER
GF11220B	GFA GF-1 SA 12/20B 4RD	199.99	279.00	199.99	N/A	0.00		643477862780	GFORCE ARMS	SHOTGUN	GF-1	12 GAUGE
GF11228WBNZ	GFA GF1 SA 12M/28B BB WOOD	239.99	358.00	239.99	N/A	0.00		643477863237	GFORCE ARMS	SHOTGUN	GFORCE ARMS	12 GAUGE
GF11228WTG	GFA GF1 SA 12M/28B TG WOOD	239.99	358.00	239.99	N/A	0.00		643477863244	GFORCE ARMS	SHOTGUN	GF-1	12 GAUGE
GF12SXS20	GFA PONCHO SXS 12/20 WALNUT	639.99	1044.00	639.99	N/A	0.00		643477864333	GFORCE ARMS	SHOTGUN	PONCHO	12 GAUGE
GF25-USA	GFA GF25 USA 12/18.5B USA 5RD	359.99	492.00	359.99	N/A	0.00		643477863107	GFORCE ARMS	SHOTGUN	GF25	12 GAUGE
GF2P12L	GFA GF2P HIGHCAP 12M/20 7RD	199.99	263.00	199.99	N/A	0.00		643477863633	GFORCE ARMS	SHOTGUN	GF2P	12 GAUGE
GF2P12LFDE	GFA GF2P HIGHCAP 12M/20 7RD	209.99	278.00	209.99	N/A	0.00		643477863640	GFORCE ARMS	SHOTGUN	GF2P	12 GAUGE
GF2P12LODG	GFA GF2P HIGHCAP 12M/20 7RD	209.99	278.00	209.99	N/A	0.00		643477863657	GFORCE ARMS	SHOTGUN	GF2P	12 GAUGE
GF2P12LTG	GFA GF2P HIGHCAP 12M/20 7RD	209.99	278.00	209.99	N/A	0.00		643477863664	GFORCE ARMS	SHOTGUN	GF2P	12 GAUGE
GF2P2020	GFA GF2P PUMP 20M/20B BLK 4RD	179.99	193.00	179.99	N/A	0.00		643477862902	GFORCE ARMS	SHOTGUN	NA	20GA 3 CHAMBER
GF3P2020	GFA GF2P PUMP 20M/20B BLK 4RD	184.99	299.00	184.99	N/A	0.00			GFORCE ARMS	SHOTGUN	GF3P	20 GAUGE
GF3PNW1220	GFA GF3PN PUMP 12M/18.5B WD/NK	249.99	336.00	249.99	N/A	0.00		643477862988	GFORCE ARMS	SHOTGUN	GF3PN	12 GAUGE
GF3PNW2020	GFA GF3PN PUMP 20M/18.5 WD/NIK	249.99	358.00	249.99	N/A	0.00		643477862995	GFORCE ARMS	SHOTGUN	GF3PN	20 GAUGE
GFLVR20SKBB	GFA LVR410 SHTGN 410G 20B SBB	669.99	970.00	669.99	N/A	0.00		643477863992	GFORCE ARMS	SHOTGUN	LVR410	410GA.
GFLVR20SKFDE	GFA LVR410 SHTGN 410G 20B FDE	669.99	970.00	669.99	N/A	0.00		643477863954	GFORCE ARMS	SHOTGUN	LVR410	410GA.
GFLVR20SKSS	GFA LVR410 SHTGN 410G 20B SKT	669.99	970.00	669.99	N/A	0.00		643477863930	GFORCE ARMS	SHOTGUN	LVR410	410 GAUGE
GFLVR20SKUSA	GFA LVR410 SHTGN 410G 20B USA	669.99	970.00	669.99	N/A	0.00		643477863879	GFORCE ARMS	SHOTGUN	LVR410	410 GAUGE
GFLVR20SS	GFA LVR410 SHTGN 410G 20B SS	499.99	671.00	499.99	N/A	0.00		643477863916	GFORCE ARMS	SHOTGUN	LVR410	410GA.
GFLVR20SSTAC	GFA LVR410 SHTGN 410G 20B TAC	559.99	745.00	559.99	N/A	0.00		643477863893	GFORCE ARMS	SHOTGUN	LVR410	410GA.
GFLVR24SS	GFA LVR410 SHTGN 410G 24B SS	499.99	671.00	499.99	N/A	0.00		643477863909	GFORCE ARMS	SHOTGUN	LVR410	410GA.
GFLVR410	GFA LVR410 SHTGN 410G 24B BLK	524.99	716.00	524.99	N/A	0.00		643477863541	GFORCE ARMS	SHOTGUN	LVR410	410GA
GFLVR410NKLS	GFA LVR410 SHTGN 410G 20B NIK	524.99	716.00	524.99	N/A	0.00		643477863534	GFORCE ARMS	SHOTGUN	LVR410	410GA
GFLVR410S	GFA LVR410 SHTGN 410G 20B BLK	524.99	716.00	524.99	N/A	0.00		643477863558	GFORCE ARMS	SHOTGUN	LVR410	410 GAUGE
GFLVR41CFDE	GFA LVR410 SHT 410G 24B FDE DE	529.99	699.99	529.99	629.98	0.00		643477863794	GFORCE ARMS	SHOTGUN	LVR410	410GA
GFLVR41CFDES	GFA LVR410 SHT 410G 20B FDE DE	529.99	699.99	529.99	629.98	0.00		643477863800	GFORCE ARMS	SHOTGUN	LVR410	410GA
GFP312-3N1	GFA GFP3 3N1 PUMP 12M/28MC&18B	289.99	367.00	289.99	N/A	199.99	3/31/2023	643477862919	GFORCE ARMS	SHOTGUN	NA	12 GAUGE
GFP31220WNT	GFA GFP3 PUMP 12M/20 WOOD	224.99	345.00	224.99	N/A	0.00		643477862926	GFORCE ARMS	SHOTGUN	GFP3	12 GAUGE
GFP32020WNT	GFA GFP3 PUMP 20M/18.5 WOOD	224.99	336.00	224.99	N/A	0.00		643477863008	GFORCE ARMS	SHOTGUN	GFP 3	20 GAUGE
GFP32028WNT	GFA GFP3 PUMP 20M/28B WOOD	224.99	336.00	224.99	N/A	0.00		643477863015	GFORCE ARMS	SHOTGUN	N/A	20 GAUGE
GFP3N1220	GFA GFP3N PUMP 12M/18.5 NICK	239.99	350.00	239.99	N/A	0.00		643477862896	GFORCE ARMS	SHOTGUN	GFP3	12 GAUGE
GFP3W12-2N1	GFA GFP3 2N1 12M/28MC&18B DE	269.99	367.00	269.99	319.98	0.00		643477862940	GFORCE ARMS	SHOTGUN	MODEL P3	12GA
GFS161228	GFA S16 FTYPHNT OU 12/28MC WAL	344.99	499.00	344.99	N/A	0.00		643477862957	GFORCE ARMS	SHOTGUN	S16	12 GAUGE
GFS162028	GFA S16 FTYPHNT OU 20/28MC WAL	344.99	499.00	344.99	N/A	0.00		643477862964	GFORCE ARMS	SHOTGUN	S16	20 GAUGE
GFS1641028	GFA S16 FTYPHT OU 410/28MC WAL	344.99	499.00	344.99	N/A	0.00		643477862971	GFORCE ARMS	SHOTGUN	S16	410 GAUGE
GFSB2022	GFA SB SHTG 20M/22B SYN	104.99	169.00	104.99	N/A	0.00		643477863213	GFORCE ARMS	SHOTGUN	SB	20 GAUGE
GFSB41022	GFA SB SHTG 410/22B SYN	104.99	169.00	104.99	N/A	0.00		643477863220	GFORCE ARMS	SHOTGUN	SB	410 GAUGE
GFY1-RE	GFA GFY-1 TRK 12/18.5 2R B-PUP	324.99	499.00	324.99	N/A	0.00		643477864425	GFORCE ARMS	SHOTGUN	GFY-1	12 GAUGE
GFY1-USA	GFA GFY-1USA 12/18.5 5RD BPUP	324.99	537.00	324.99	N/A	0.00		643477863114	GFORCE ARMS	SHOTGUN	NK1	12 GAUGE
GFY1-USBNZ	GFA GFY-1USA 12/18.5 5RD BPUP	324.99	537.00	324.99	N/A	0.00		643477864043	GFORCE ARMS	SHOTGUN	GFY-1	12 GAUGE
GFY11220	GFA GFY-1 SA 12/18.5 5RD B-PUP	299.99	477.00	299.99	N/A	0.00		643477862773	GFORCE ARMS	SHOTGUN	NK1	12 GAUGE
GFY11220-FDE	GFA GFY-1 12/18.5 BPUP FDE DE	334.99	508.00	334.99	359.98	0.00		643477862858	GFORCE ARMS	SHOTGUN	GFY-1	12GA 3 CHAMBER
GFY11220-TG	GFA GFY-1 12/18.5 5RD BPUP TG	334.99	508.00	334.99	N/A	0.00		643477862865	GFORCE ARMS	SHOTGUN	MODEL BR99-X 12 GA 3 CHAMBER	12 GAUGE
GLVR410NKL	GFA LVR410 SHTGN 410G 24B NIK	524.99	716.00	524.99	N/A	0.00		643477863510	GFORCE ARMS	SHOTGUN	LVR410	410 GA
GP141-C	RUG GP100 357 DA REV 4B HB	651.00	979.00	651.00	N/A	0.00		736676017027	RUGER	REVOLVER	GP100	357 MAGNUM
H001GG	HEN GARDEN LVR SHTGN 22LR 15RD	359.99	482.00	359.99	N/A	0.00		619835011213	HENRY REPEATING ARMS COMPANY	SHOTGUN	MODEL H001GG	22LR SHOTSHELLS
H001ME	HEN LVR 22M EXPRESS BLUE	499.99	673.00	499.99	N/A	0.00		619835001030	HENRY REPEATING ARMS	RIFLE	NA	22M
H001MLL	HEN LVR 22M MAGNUM LG LOOP	459.99	615.00	459.99	N/A	0.00		619835007018	HENRY REPEATING ARMS COMPANY	RIFLE	HENRY REPEATING ARMS	22M
H001MML	HEN LVR 22M 12IN MARES LEG	404.99	541.00	404.99	N/A	0.00		619835011077	HENRY REPEATING ARMS	PISTOL	N/A	22M
H001TER	HEN CARB ROY LVR RFL 22LR 12RD	434.99	580.00	434.99	N/A	0.00		619835011060	HENRY REPEATING ARMS COMPANY	RIFLE	H001TER	22LR
H001TLP	HEN SM GAME CARB LVR 22LR	444.99	597.00	444.99	N/A	0.00		619835011084	HENRY REPEATING ARMS	RIFLE	N/A	CALIBERS .22 S/L/LR
H001TMER	HEN CARB EVIL ROY LVR 22M 7RD	524.99	708.00	524.99	N/A	0.00		619835011138	HENRY REPEATING ARMS	RIFLE	FRONTIER CARBINE EVIL ROY ED	22M
H001TMLB	HEN FRONTIER LVR 22M 24B 12RD	504.99	680.00	504.99	N/A	0.00		619835011176	HENRY REPEATING ARMS	RIFLE	N/A	CAL .22 MAGNUM
H001TMLP	HEN SM GAME CARB LVR 22M	524.99	701.00	524.99	N/A	0.00		619835011091	HENRY REPEATING ARMS	RIFLE	N/A	22M
H001TMRP	HEN SM GAME LVR 22M 20B	524.99	701.00	524.99	N/A	0.00		619835011121	HENRY REPEATING ARMS	RIFLE	N/A	22M
H001TMSPR	HEN FRONT LVR 22M 24B 8RD SUPP	529.99	708.00	529.99	N/A	0.00		619835011190	HENRY REPEATING ARMS	RIFLE	N/A	22M
H001TRP	HEN SM GAME LVR RFL 22LR 20B	444.99	597.00	444.99	N/A	0.00		619835011114	HENRY REPEATING ARMS	RIFLE	N/A	22LR
H001TSPR	HEN FRONT LVR 22LR 24B 8R SUPP	444.99	597.00	444.99	N/A	0.00		619835011206	HENRY REPEATING ARMS	RIFLE	FRONTIER	22LR
H001TV	HEN LVR 17HMR 20IN OCTGN BBL	484.99	654.00	484.99	N/A	0.00		619835011015	HENRY REPEATING ARMS	RIFLE	MODEL H001TV	17HMR
H001V	HEN VARMINT EXPRESS LVR 17HMR	484.99	654.00	484.99	N/A	0.00		619835017000	HENRY REPEATING ARMS COMPANY	RIFLE	N/A	17HMR
H001Y	HEN COMPACT LVR 22LR	319.99	429.00	319.99	N/A	0.00		619835003003	HENRY REPEATING ARMS	RIFLE	N/A	22LR
H002B	HEN US SURVIVAL BLK 22LR	254.99	344.00	254.99	N/A	0.00		619835002006	HENRY REPEATING ARMS COMPANY	RIFLE	US SURVIVAL	22LR
H002BSGB	HEN US SURVIVAL BLK 22LR PACK	464.99	625.00	464.99	N/A	0.00		619835002037	HENRY REPEATING ARMS COMPANY	RIFLE	US SURVIVAL	22LR
H002C	HEN US SURVIVAL CAM 22LR	314.99	420.00	314.99	N/A	0.00		619835008008	HENRY REPEATING ARMS COMPANY	RIFLE	US SURVIVAL	22LR
H002VWP	HEN US SURVIVAL 22LR VIP WEST	314.99	420.00	314.99	N/A	284.99	3/10/2023	619835002013	HENRY REPEATING ARMS COMPANY	RIFLE	US SURVIVAL	22LR
H003T	HEN PUMP ACTION RFL 22LR OCTGN	484.99	654.00	484.99	N/A	0.00		619835012012	HENRY REPEATING ARMS COMPANY	RIFLE	MODEL H003T	22LR
H003TM	HEN PUMP ACTION RFL 22M OCTAGN	524.99	701.00	524.99	N/A	0.00		619835012005	HENRY REPEATING ARMS COMPANY	RIFLE	MODEL H003TM	22 MAGNUM
H004AB	HEN AM BEAUT LVR RFL 22LR 16RD	799.99	1074.00	799.99	N/A	0.00		619835016263	HENRY REPEATING ARMS	RIFLE	AMERICAN BEAUTY	22LR
H004AE	HEN G BOY SIL AMER EAG RFL 22L	819.99	1104.00	819.99	N/A	0.00		619835016249	HENRY REPEATING	RIFLE	GOLDEN BOY	22LR
H004AF	HEN G BOY LVR RFL 22LR FARM	899.99	1214.00	899.99	N/A	0.00		619835016188	HENRY REPEATING ARMS COMPANY	RIFLE	MODEL H004AF	22LR
H004AR	HEN G BOY SIL AMERI RODEO 22LR	999.99	1361.00	999.99	N/A	0.00		619835016614	HENRY REPEATING ARMS	RIFLE	N/A	22LR
H004ES	HEN G BOY LVR 22LR EAGLE	934.99	1262.00	934.99	N/A	0.00		619835016096	HENRY REPEATING ARMS	RIFLE	GOLDEN BOY	22LR
H004FM	HEN G BOY LVR 22LR FIREMN	899.99	1214.00	899.99	N/A	0.00		619835016171	HENRY REPEATING ARMS	RIFLE	GOLDEN BOY FIREMAN	22LR
H004GBA	HEN G BOY GBA 22LR 16RD	1029.99	1401.00	1029.99	N/A	0.00		619835016577	HENRY REPEATING ARMS	RIFLE	GOLDEN BOY FIREMAN	22LR
H004GE	HEN GLD EAGLE LVR RFL 22LR 16R	764.99	1035.00	764.99	N/A	0.00		619835016331	HENRY REPEATING ARMS	RIFLE	N/A	22LR
